crime_rating,distance,weight_safest_12,weight_safest_14,weight_safest_18,weight_shortest,osm_start_id,osm_end_id
25.5,0.03269,0.06438,0.04325,0.03722,0.03269,65288495,471231367
41.0,0.08339,0.13434,0.10037,0.09067,0.08339,65288495,2479326266
0.0,0.04861,0.04861,0.04861,0.04861,0.04861,65288545,65363946
0.0,0.00296,0.00296,0.00296,0.00296,0.00296,65288545,827616345
0.0,0.00412,0.00412,0.00412,0.00412,0.00412,65288545,830818978
0.0,0.10854,0.10854,0.10854,0.10854,0.10854,65288552,65288554
0.0,0.00465,0.00465,0.00465,0.00465,0.00465,65288552,293585484
0.0,0.04865,0.04865,0.04865,0.04865,0.04865,65288552,65342605
0.0,0.02335,0.02335,0.02335,0.02335,0.02335,65288552,827616345
26.5,0.09978,0.13271,0.11076,0.10448,0.09978,65288560,1378125354
129.5,0.01847,0.1794,0.07211,0.04146,0.01847,65288560,65305796
39.5,0.03985,0.08894,0.05621,0.04686,0.03985,65288560,65319620
482.0,0.02445,0.62342,0.22411,0.11002,0.02445,65288571,856296937
493.0,0.01907,0.6317,0.22328,0.10659,0.01907,65288571,65288577
238.5,0.02434,0.32072,0.12313,0.06668,0.02434,65288577,65317954
253.0,0.04056,0.35495,0.14536,0.08547,0.04056,65288577,65334133
493.0,0.01907,0.6317,0.22328,0.10659,0.01907,65288577,65288571
20.5,0.03485,0.06032,0.04334,0.03849,0.03485,65288585,65296166
22.0,0.01992,0.04726,0.02903,0.02383,0.01992,65288585,601363857
18.5,0.00529,0.02828,0.01295,0.00857,0.00529,65288585,300752568
130.5,0.04572,0.20789,0.09978,0.06889,0.04572,65288590,65288593
83.5,0.00812,0.11188,0.04271,0.02294,0.00812,65288590,300752570
115.0,0.10804,0.25095,0.15568,0.12846,0.10804,65288590,601364228
43.0,0.06019,0.11362,0.078,0.06782,0.06019,65288590,65336245
35.0,0.11121,0.1547,0.12571,0.11742,0.11121,65288594,65288597
92.0,0.05058,0.16491,0.08869,0.06691,0.05058,65288594,65288593
71.5,0.0749,0.16375,0.10452,0.08759,0.0749,65288594,65313547
35.0,0.11121,0.1547,0.12571,0.11742,0.11121,65288597,65288594
153.5,0.05094,0.24169,0.11452,0.07819,0.05094,65288597,65309047
60.5,0.02625,0.10143,0.05131,0.03699,0.02625,65288597,65309058
75.5,0.05276,0.14658,0.08403,0.06616,0.05276,65288603,65287942
79.5,0.05645,0.15524,0.08938,0.07056,0.05645,65288603,65309032
11.5,0.0398,0.05409,0.04456,0.04184,0.0398,65288603,65288605
12.0,0.04781,0.06272,0.05278,0.04994,0.04781,65288605,65287945
10.5,0.08044,0.09349,0.08479,0.0823,0.08044,65288605,65288607
11.5,0.0398,0.05409,0.04456,0.04184,0.0398,65288605,65288603
10.0,0.04995,0.06238,0.05409,0.05173,0.04995,65288607,65307943
8.0,0.01462,0.02456,0.01793,0.01604,0.01462,65288607,65307941
10.5,0.08044,0.09349,0.08479,0.0823,0.08044,65288607,65288605
93.0,0.07798,0.19355,0.1165,0.09449,0.07798,65288615,764844610
66.0,0.03212,0.11414,0.05946,0.04384,0.03212,65288615,65288630
66.0,0.03212,0.11414,0.05946,0.04384,0.03212,65288630,65288615
49.5,0.02887,0.09038,0.04937,0.03766,0.02887,65288630,65288658
249.5,0.0101,0.32015,0.11345,0.05439,0.0101,65288637,297857226
446.0,0.0653,0.61953,0.25004,0.14448,0.0653,65288637,297857235
102.0,0.06791,0.19466,0.11016,0.08602,0.06791,65288637,259097783
238.0,0.05297,0.34872,0.15155,0.09522,0.05297,65288637,65288646
189.5,0.07248,0.30797,0.15098,0.10612,0.07248,65288646,65329656
98.0,0.04675,0.16853,0.08734,0.06415,0.04675,65288646,65288654
238.0,0.05297,0.34872,0.15155,0.09522,0.05297,65288646,65288637
43.0,0.02683,0.08026,0.04464,0.03446,0.02683,65288654,360877790
79.0,0.07019,0.16836,0.10291,0.08421,0.07019,65288654,259097783
72.0,0.04904,0.13851,0.07886,0.06182,0.04904,65288654,65288658
98.0,0.04675,0.16853,0.08734,0.06415,0.04675,65288654,65288646
37.5,0.02558,0.07218,0.04111,0.03224,0.02558,65288658,65350079
91.0,0.08277,0.19585,0.12046,0.09892,0.08277,65288658,259097784
49.5,0.02887,0.09038,0.04937,0.03766,0.02887,65288658,65288630
72.0,0.04904,0.13851,0.07886,0.06182,0.04904,65288658,65288654
37.0,0.02172,0.0677,0.03705,0.02829,0.02172,65288677,65322962
28.0,0.02252,0.05731,0.03412,0.02749,0.02252,65288677,764887771
75.5,0.07473,0.16855,0.106,0.08813,0.07473,65288677,764844611
44.0,0.09321,0.14789,0.11144,0.10102,0.09321,65288686,315707135
6.0,0.00307,0.01053,0.00556,0.00414,0.00307,65288686,297857008
47.5,0.04335,0.10238,0.06303,0.05178,0.04335,65288686,764887771
0.0,0.03054,0.03054,0.03054,0.03054,0.03054,65288731,65288735
0.0,0.01864,0.01864,0.01864,0.01864,0.01864,65288731,65288722
27.0,0.08728,0.12083,0.09846,0.09207,0.08728,65327989,65316529
20.5,0.08719,0.11266,0.09568,0.09083,0.08719,65327989,65328637
17.5,0.05671,0.07846,0.06396,0.05982,0.05671,65327989,65312350
23.0,0.05756,0.08614,0.06709,0.06164,0.05756,65327989,65310253
49.0,0.07877,0.13966,0.09907,0.08747,0.07877,65288704,768241934
28.5,0.06667,0.10209,0.07848,0.07173,0.06667,65288704,65297772
38.5,0.11967,0.16751,0.13562,0.1265,0.11967,65288704,65288712
20.0,0.00462,0.02947,0.0129,0.00817,0.00462,65288712,386842488
20.0,0.04535,0.0702,0.05363,0.0489,0.04535,65288712,386842492
38.5,0.11967,0.16751,0.13562,0.1265,0.11967,65288712,65288704
24.0,0.09876,0.12858,0.1087,0.10302,0.09876,65288716,386842488
22.0,0.04757,0.07491,0.05668,0.05148,0.04757,65288716,65321042
26.0,0.03919,0.0715,0.04996,0.04381,0.03919,65288716,466308597
0.0,0.01546,0.01546,0.01546,0.01546,0.01546,65288722,65288725
0.0,0.05643,0.05643,0.05643,0.05643,0.05643,65288722,65288735
0.0,0.01864,0.01864,0.01864,0.01864,0.01864,65288722,65288731
0.0,0.00558,0.00558,0.00558,0.00558,0.00558,65288725,65284322
0.0,0.04035,0.04035,0.04035,0.04035,0.04035,65288725,65286871
0.0,0.01546,0.01546,0.01546,0.01546,0.01546,65288725,65288722
0.0,0.00486,0.00486,0.00486,0.00486,0.00486,65288735,281555802
0.0,0.03054,0.03054,0.03054,0.03054,0.03054,65288735,65288731
0.0,0.05643,0.05643,0.05643,0.05643,0.05643,65288735,65288722
5.0,0.13375,0.13996,0.13582,0.13464,0.13375,65288737,65340703
2.0,0.01613,0.01862,0.01696,0.01649,0.01613,65288737,65326473
1.0,0.03803,0.03927,0.03844,0.03821,0.03803,65288737,65353749
2.0,0.03611,0.0386,0.03694,0.03647,0.03611,65288741,65288745
6.5,0.08819,0.09627,0.09088,0.08934,0.08819,65288741,65345458
1.0,0.00709,0.00833,0.0075,0.00727,0.00709,65288741,65353749
2.5,0.03054,0.03365,0.03158,0.03098,0.03054,65288745,65288747
2.0,0.03611,0.0386,0.03694,0.03647,0.03611,65288745,65288741
13.5,0.08623,0.10301,0.09182,0.08863,0.08623,65288745,65345458
6.0,0.09281,0.10027,0.0953,0.09388,0.09281,65288745,65298703
7.5,0.05857,0.06789,0.06168,0.0599,0.05857,65289314,65287660
7.5,0.05885,0.06817,0.06196,0.06018,0.05885,65289314,65287699
6.5,0.10315,0.11123,0.10584,0.1043,0.10315,65289314,65295434
5.0,0.05859,0.0648,0.06066,0.05948,0.05859,65289320,65289324
6.0,0.05834,0.0658,0.06083,0.05941,0.05834,65289320,65289317
9.0,0.12212,0.1333,0.12585,0.12372,0.12212,65289320,65295436
4.0,0.05835,0.06332,0.06001,0.05906,0.05835,65289324,65289328
5.0,0.05859,0.0648,0.06066,0.05948,0.05859,65289324,65289320
8.0,0.12818,0.13812,0.13149,0.1296,0.12818,65289324,65295438
3.0,0.05891,0.06264,0.06015,0.05944,0.05891,65289328,65289331
4.0,0.05835,0.06332,0.06001,0.05906,0.05835,65289328,65289324
8.0,0.12901,0.13895,0.13232,0.13043,0.12901,65289328,65295442
2.0,0.05848,0.06097,0.05931,0.05884,0.05848,65289331,65289333
3.0,0.05891,0.06264,0.06015,0.05944,0.05891,65289331,65289328
3.5,0.12887,0.13322,0.13032,0.12949,0.12887,65289331,65295444
4.5,0.05852,0.06411,0.06038,0.05932,0.05852,65289333,65280069
2.0,0.05848,0.06097,0.05931,0.05884,0.05848,65289333,65289331
3.5,0.12901,0.13336,0.13046,0.12963,0.12901,65289333,65295447
7.5,0.02051,0.02983,0.02362,0.02184,0.02051,65289335,258906452
7.5,0.0586,0.06792,0.06171,0.05993,0.0586,65289335,65280069
7.0,0.12873,0.13743,0.13163,0.12997,0.12873,65289335,65295449
7.0,0.02111,0.02981,0.02401,0.02235,0.02111,65289335,65340575
15.0,0.1293,0.14794,0.13551,0.13196,0.1293,65289340,65295452
15.5,0.06255,0.08181,0.06897,0.0653,0.06255,65289340,65350261
8.5,0.06169,0.07225,0.06521,0.0632,0.06169,65289340,65289343
8.0,0.03048,0.04042,0.03379,0.0319,0.03048,65289340,258906453
5.5,0.06135,0.06818,0.06363,0.06233,0.06135,65289343,65289347
8.5,0.06169,0.07225,0.06521,0.0632,0.06169,65289343,65289340
6.5,0.12921,0.13729,0.1319,0.13036,0.12921,65289343,65295455
6.0,0.05107,0.05853,0.05356,0.05214,0.05107,65289343,65359343
1.5,0.0586,0.06046,0.05922,0.05887,0.0586,65289347,65289350
5.5,0.06135,0.06818,0.06363,0.06233,0.06135,65289347,65289343
2.0,0.12911,0.1316,0.12994,0.12947,0.12911,65289347,65295458
2.0,0.05847,0.06096,0.0593,0.05883,0.05847,65289350,65289351
1.5,0.0586,0.06046,0.05922,0.05887,0.0586,65289350,65289347
1.5,0.12899,0.13085,0.12961,0.12926,0.12899,65289350,65295462
5.5,0.05853,0.06536,0.06081,0.05951,0.05853,65289351,65289353
2.0,0.05847,0.06096,0.0593,0.05883,0.05847,65289351,65289350
3.5,0.12892,0.13327,0.13037,0.12954,0.12892,65289351,65295466
9.5,0.05863,0.07044,0.06257,0.06032,0.05863,65289353,65289356
5.5,0.05853,0.06536,0.06081,0.05951,0.05853,65289353,65289351
8.0,0.1288,0.13874,0.13211,0.13022,0.1288,65289353,65295471
11.5,0.05875,0.07304,0.06351,0.06079,0.05875,65289356,65289358
9.5,0.05863,0.07044,0.06257,0.06032,0.05863,65289356,65289353
11.5,0.12873,0.14302,0.13349,0.13077,0.12873,65289356,65295474
10.5,0.05848,0.07153,0.06283,0.06034,0.05848,65289358,65289361
11.5,0.05875,0.07304,0.06351,0.06079,0.05875,65289358,65289356
12.5,0.12859,0.14412,0.13377,0.13081,0.12859,65289358,65295477
8.0,0.05885,0.06879,0.06216,0.06027,0.05885,65289361,65289362
10.5,0.05848,0.07153,0.06283,0.06034,0.05848,65289361,65289358
9.0,0.12854,0.13972,0.13227,0.13014,0.12854,65289361,65295480
7.0,0.06158,0.07028,0.06448,0.06282,0.06158,65289361,65342697
7.0,0.05877,0.06747,0.06167,0.06001,0.05877,65289362,65289364
8.0,0.05885,0.06879,0.06216,0.06027,0.05885,65289362,65289361
7.0,0.12846,0.13716,0.13136,0.1297,0.12846,65289362,65295482
6.0,0.05842,0.06588,0.06091,0.05949,0.05842,65289364,65289367
7.0,0.05877,0.06747,0.06167,0.06001,0.05877,65289364,65289362
7.5,0.12904,0.13836,0.13215,0.13037,0.12904,65289364,65295483
25.0,0.0824,0.11347,0.09276,0.08684,0.0824,65289364,65297066
6.5,0.12902,0.1371,0.13171,0.13017,0.12902,65289367,65295485
5.0,0.05878,0.06499,0.06085,0.05967,0.05878,65289367,65289371
6.0,0.05842,0.06588,0.06091,0.05949,0.05842,65289367,65289364
3.5,0.12915,0.1335,0.1306,0.12977,0.12915,65289367,2392273472
3.5,0.05817,0.06252,0.05962,0.05879,0.05817,65289371,65289375
5.0,0.05878,0.06499,0.06085,0.05967,0.05878,65289371,65289367
4.5,0.12968,0.13527,0.13154,0.13048,0.12968,65289371,65295487
4.0,0.12841,0.13338,0.13007,0.12912,0.12841,65289371,65322435
2.0,0.02787,0.03036,0.0287,0.02823,0.02787,65289375,315362985
3.5,0.05817,0.06252,0.05962,0.05879,0.05817,65289375,65289371
1.5,0.12952,0.13138,0.13014,0.12979,0.12952,65289375,65293105
3.0,0.12887,0.1326,0.13011,0.1294,0.12887,65289375,65293103
9.0,0.15301,0.16419,0.15674,0.15461,0.15301,65289426,440853807
3.0,0.01441,0.01814,0.01565,0.01494,0.01441,65289426,274479403
3.5,0.00856,0.01291,0.01001,0.00918,0.00856,65289426,1196740419
6.0,0.00648,0.01394,0.00897,0.00755,0.00648,65289443,1583149392
5.5,0.00853,0.01536,0.01081,0.00951,0.00853,65289443,258916758
6.0,0.00656,0.01402,0.00905,0.00763,0.00656,65289443,1707906077
6.0,0.00688,0.01434,0.00937,0.00795,0.00688,65289443,1583149462
4.0,0.02559,0.03056,0.02725,0.0263,0.02559,65289471,65296086
4.0,0.00852,0.01349,0.01018,0.00923,0.00852,65289471,258916773
3.5,0.12881,0.13316,0.13026,0.12943,0.12881,65289471,65289478
5.0,0.1228,0.12901,0.12487,0.12369,0.1228,65289471,1707906077
1.5,0.12857,0.13043,0.12919,0.12884,0.12857,65289478,65289489
3.5,0.12881,0.13316,0.13026,0.12943,0.12881,65289478,65289471
3.0,0.02493,0.02866,0.02617,0.02546,0.02493,65289478,65294061
3.0,0.00851,0.01224,0.00975,0.00904,0.00851,65289478,258916786
2.0,0.12943,0.13192,0.13026,0.12979,0.12943,65289489,65288321
1.5,0.12857,0.13043,0.12919,0.12884,0.12857,65289489,65289478
0.0,0.025,0.025,0.025,0.025,0.025,65289489,65296088
0.0,0.00851,0.00851,0.00851,0.00851,0.00851,65289489,258916801
9.0,0.1288,0.13998,0.13253,0.1304,0.1288,65289501,65289507
5.0,0.12943,0.13564,0.1315,0.13032,0.12943,65289501,65288321
3.0,0.02515,0.02888,0.02639,0.02568,0.02515,65289501,65296091
2.0,0.0085,0.01099,0.00933,0.00886,0.0085,65289501,258916776
7.5,0.12926,0.13858,0.13237,0.13059,0.12926,65289507,65289514
9.0,0.1288,0.13998,0.13253,0.1304,0.1288,65289507,65289501
4.0,0.02522,0.03019,0.02688,0.02593,0.02522,65289507,65296094
4.0,0.0085,0.01347,0.01016,0.00921,0.0085,65289507,258916790
6.5,0.12906,0.13714,0.13175,0.13021,0.12906,65289514,65289521
7.5,0.12926,0.13858,0.13237,0.13059,0.12926,65289514,65289507
3.0,0.02529,0.02902,0.02653,0.02582,0.02529,65289514,65296096
3.0,0.00849,0.01222,0.00973,0.00902,0.00849,65289514,258916809
15.5,0.12893,0.14819,0.13535,0.13168,0.12893,65289521,65289529
6.5,0.12906,0.13714,0.13175,0.13021,0.12906,65289521,65289514
10.0,0.02536,0.03779,0.0295,0.02714,0.02536,65289521,65296100
10.0,0.00849,0.02092,0.01263,0.01027,0.00849,65289521,258916769
4.5,0.12801,0.1336,0.12987,0.12881,0.12801,65289573,1196749436
7.0,0.01568,0.02438,0.01858,0.01692,0.01568,65289573,65282353
7.0,0.00359,0.01229,0.00649,0.00483,0.00359,65289573,1012942358
7.0,0.00845,0.01715,0.01135,0.00969,0.00845,65289573,258916794
0.0,0.05027,0.05027,0.05027,0.05027,0.05027,65289694,65289704
0.0,0.14061,0.14061,0.14061,0.14061,0.14061,65289694,65289743
0.0,0.05027,0.05027,0.05027,0.05027,0.05027,65289704,65289694
0.0,0.08758,0.08758,0.08758,0.08758,0.08758,65289704,65289726
0.0,0.06954,0.06954,0.06954,0.06954,0.06954,65289726,65289743
0.0,0.08758,0.08758,0.08758,0.08758,0.08758,65289726,65289704
0.0,0.02869,0.02869,0.02869,0.02869,0.02869,65289743,65289782
0.0,0.14061,0.14061,0.14061,0.14061,0.14061,65289743,65289694
0.0,0.06954,0.06954,0.06954,0.06954,0.06954,65289743,65289726
0.5,0.03298,0.0336,0.03319,0.03307,0.03298,65289858,65289860
0.0,0.03926,0.03926,0.03926,0.03926,0.03926,65289858,65289854
0.0,0.01549,0.01549,0.01549,0.01549,0.01549,65289858,346514020
7.5,0.01275,0.02207,0.01586,0.01408,0.01275,277334379,277334380
29.0,0.05626,0.0923,0.06827,0.06141,0.05626,277334379,277334616
6.5,0.01912,0.0272,0.02181,0.02027,0.01912,277334379,277333950
14.5,0.02784,0.04586,0.03385,0.03041,0.02784,65289787,2179348918
7.0,0.00759,0.01629,0.01049,0.00883,0.00759,65289787,417235893
7.0,0.00907,0.01777,0.01197,0.01031,0.00907,65289787,274479515
55.5,0.20823,0.2772,0.23122,0.21808,0.20823,65289787,65286938
10.5,0.1851,0.19815,0.18945,0.18696,0.1851,65289787,2179351571
0.0,0.01016,0.01016,0.01016,0.01016,0.01016,65289811,2465803784
0.0,0.03182,0.03182,0.03182,0.03182,0.03182,65289811,1707671143
0.0,0.21461,0.21461,0.21461,0.21461,0.21461,65289811,440853820
1.0,0.00764,0.00888,0.00805,0.00782,0.00764,65289825,1707671165
1.0,0.00478,0.00602,0.00519,0.00496,0.00478,65289825,2179349038
1.0,0.00709,0.00833,0.0075,0.00727,0.00709,65289825,417235480
205.5,0.07472,0.33009,0.15984,0.1112,0.07472,65289834,65289841
46.5,0.07991,0.13769,0.09917,0.08816,0.07991,65289834,1707671165
30.0,0.00679,0.04407,0.01922,0.01212,0.00679,65289834,1707682848
27.0,0.00405,0.0376,0.01523,0.00884,0.00405,65289841,65289842
205.5,0.07472,0.33009,0.15984,0.1112,0.07472,65289841,65289834
27.0,0.00777,0.04132,0.01895,0.01256,0.00777,65289841,2179349068
27.0,0.00823,0.04178,0.01941,0.01302,0.00823,65289841,2179349057
1.5,0.02238,0.02424,0.023,0.02265,0.02238,65289849,2179344040
3.5,0.00301,0.00736,0.00446,0.00363,0.00301,65289849,1736656377
1.5,0.0249,0.02676,0.02552,0.02517,0.0249,65289849,2179344047
0.0,0.02663,0.02663,0.02663,0.02663,0.02663,65289854,65290074
0.0,0.03926,0.03926,0.03926,0.03926,0.03926,65289854,65289858
0.0,0.01303,0.01303,0.01303,0.01303,0.01303,65289854,2179344040
0.5,0.03298,0.0336,0.03319,0.03307,0.03298,65289860,65289858
1.0,0.105,0.10624,0.10541,0.10518,0.105,65289860,65289865
0.5,0.03683,0.03745,0.03704,0.03692,0.03683,65289860,346514020
1.0,0.105,0.10624,0.10541,0.10518,0.105,65289865,65289860
8.5,0.14128,0.15184,0.1448,0.14279,0.14128,65289865,65289870
1.0,0.01032,0.01156,0.01073,0.0105,0.01032,65289865,2179343942
4.0,0.0086,0.01357,0.01026,0.00931,0.0086,65289870,2179343929
3.5,0.07828,0.08263,0.07973,0.0789,0.07828,65289870,65289872
4.0,0.00789,0.01286,0.00955,0.0086,0.00789,65289870,2179343923
8.5,0.14128,0.15184,0.1448,0.14279,0.14128,65289870,65289865
1.5,0.04044,0.0423,0.04106,0.04071,0.04044,65289872,440853820
3.5,0.07828,0.08263,0.07973,0.0789,0.07828,65289872,65289870
6.0,0.00927,0.01673,0.01176,0.01034,0.00927,65289872,2179343917
46.5,0.04603,0.10381,0.06529,0.05428,0.04603,65289886,65289890
29.0,0.00964,0.04568,0.02165,0.01479,0.00964,65289886,297254899
27.0,0.00592,0.03947,0.0171,0.01071,0.00592,65289886,274472153
57.5,0.00842,0.07987,0.03224,0.01863,0.00842,65289886,315436755
46.5,0.04603,0.10381,0.06529,0.05428,0.04603,65289890,65289886
349.0,0.06677,0.50046,0.21133,0.12873,0.06677,65289890,274472011
52.0,0.03523,0.09985,0.05677,0.04446,0.03523,65289890,65289892
192.0,0.02735,0.26594,0.10688,0.06143,0.02735,65289892,65310511
70.0,0.02412,0.11111,0.05312,0.03655,0.02412,65289892,65301359
52.0,0.03523,0.09985,0.05677,0.04446,0.03523,65289892,65289890
64.0,0.00719,0.08672,0.0337,0.01855,0.00719,65289892,274471293
166.5,0.04449,0.25139,0.11346,0.07405,0.04449,65289897,478483522
30.5,0.03169,0.06959,0.04432,0.0371,0.03169,65289897,65289900
29.0,0.01937,0.05541,0.03138,0.02452,0.01937,65289897,1511324651
111.5,0.04705,0.18561,0.09324,0.06684,0.04705,65289897,274471293
32.0,0.00698,0.04675,0.02024,0.01266,0.00698,65289900,274465652
29.5,0.0398,0.07646,0.05202,0.04504,0.0398,65289900,2179217067
30.5,0.03169,0.06959,0.04432,0.0371,0.03169,65289900,65289897
5.0,0.00603,0.01224,0.0081,0.00692,0.00603,65289908,274470991
3.5,0.04296,0.04731,0.04441,0.04358,0.04296,65289908,1259164751
8.0,0.003,0.01294,0.00631,0.00442,0.003,65289908,1350891603
1.0,0.00719,0.00843,0.0076,0.00737,0.00719,65289916,274465185
2.5,0.11674,0.11985,0.11778,0.11718,0.11674,65289916,1259164751
0.5,0.01397,0.01459,0.01418,0.01406,0.01397,65289916,529097202
99.5,0.05524,0.17889,0.09646,0.0729,0.05524,65289930,65287319
90.0,0.00544,0.11728,0.04272,0.02142,0.00544,65289930,1350891624
172.5,0.03731,0.25167,0.10876,0.06793,0.03731,65289930,65289934
78.0,0.0091,0.10603,0.04141,0.02295,0.0091,65289934,345507194
78.0,0.00812,0.10505,0.04043,0.02197,0.00812,65289934,345507378
172.5,0.03731,0.25167,0.10876,0.06793,0.03731,65289934,65289930
78.0,0.01214,0.10907,0.04445,0.02599,0.01214,65289934,343531976
3.0,0.01198,0.01571,0.01322,0.01251,0.01198,65289940,343509225
118.5,0.06106,0.20832,0.11015,0.0821,0.06106,65289940,343531976
15.0,0.11725,0.13589,0.12346,0.11991,0.11725,65289940,2179344173
7.0,0.00901,0.01771,0.01191,0.01025,0.00901,65289992,529092006
7.0,0.00777,0.01647,0.01067,0.00901,0.00777,65289992,274468610
22.5,0.10451,0.13247,0.11383,0.1085,0.10451,65289992,65289999
42.5,0.20335,0.25616,0.22095,0.21089,0.20335,65289992,274468105
3.5,0.2366,0.24095,0.23805,0.23722,0.2366,65289999,2179344061
22.5,0.10451,0.13247,0.11383,0.1085,0.10451,65289999,65289992
0.0,0.00835,0.00835,0.00835,0.00835,0.00835,65289999,2179344009
59.5,0.24358,0.31752,0.26823,0.25414,0.24358,65290041,65290066
31.0,0.18422,0.22274,0.19706,0.18972,0.18422,65290041,65290024
7.0,0.01149,0.02019,0.01439,0.01273,0.01149,65290041,65328453
0.0,0.09958,0.09958,0.09958,0.09958,0.09958,65290066,346514020
59.5,0.24358,0.31752,0.26823,0.25414,0.24358,65290066,65290041
0.0,0.01228,0.01228,0.01228,0.01228,0.01228,65290066,2179344016
0.0,0.04269,0.04269,0.04269,0.04269,0.04269,65290066,65290074
0.0,0.02663,0.02663,0.02663,0.02663,0.02663,65290074,65289854
0.0,0.04269,0.04269,0.04269,0.04269,0.04269,65290074,65290066
0.0,0.01155,0.01155,0.01155,0.01155,0.01155,65290074,2179344047
9.0,0.01403,0.02521,0.01776,0.01563,0.01403,65290083,65346761
9.5,0.08812,0.09993,0.09206,0.08981,0.08812,65290083,65358302
6.5,0.02904,0.03712,0.03173,0.03019,0.02904,65290083,65284502
6.5,0.07143,0.07951,0.07412,0.07258,0.07143,65290085,65306655
10.0,0.09433,0.10676,0.09847,0.09611,0.09433,65290085,65306641
3.0,0.02924,0.03297,0.03048,0.02977,0.02924,65290085,65284490
3.0,0.02993,0.03366,0.03117,0.03046,0.02993,65290085,65284502
4.5,0.09181,0.0974,0.09367,0.09261,0.09181,65290088,65317210
7.0,0.0852,0.0939,0.0881,0.08644,0.0852,65290088,65358309
5.5,0.02928,0.03611,0.03156,0.03026,0.02928,65290088,65280945
3.5,0.02993,0.03428,0.03138,0.03055,0.02993,65290088,65284490
5.0,0.09141,0.09762,0.09348,0.0923,0.09141,65290095,65317212
12.5,0.08506,0.10059,0.09024,0.08728,0.08506,65290095,65345521
5.5,0.0305,0.03733,0.03278,0.03148,0.0305,65290095,65280917
6.0,0.02953,0.03699,0.03202,0.0306,0.02953,65290095,65280945
7.0,0.08586,0.09456,0.08876,0.0871,0.08586,65290100,65329641
6.5,0.0376,0.04568,0.04029,0.03875,0.0376,65290100,65290102
6.5,0.03223,0.04031,0.03492,0.03338,0.03223,65290100,65290098
14.0,0.08911,0.10651,0.09491,0.0916,0.08911,65290102,65301621
7.0,0.04659,0.05529,0.04949,0.04783,0.04659,65290102,65298695
8.5,0.12913,0.13969,0.13265,0.13064,0.12913,65290102,65290105
6.5,0.0376,0.04568,0.04029,0.03875,0.0376,65290102,65290100
8.0,0.04154,0.05148,0.04485,0.04296,0.04154,65290105,65339586
32.5,0.09219,0.13258,0.10565,0.09796,0.09219,65290105,65339584
8.5,0.07158,0.08214,0.0751,0.07309,0.07158,65290105,65290108
8.5,0.12913,0.13969,0.13265,0.13064,0.12913,65290105,65290102
5.0,0.04949,0.0557,0.05156,0.05038,0.04949,65290108,65309482
13.5,0.05865,0.07543,0.06424,0.06105,0.05865,65290108,65290112
8.5,0.07158,0.08214,0.0751,0.07309,0.07158,65290108,65290105
9.5,0.06226,0.07407,0.0662,0.06395,0.06226,65290112,65415864
16.5,0.03133,0.05183,0.03816,0.03426,0.03133,65290112,65307268
14.0,0.12848,0.14588,0.13428,0.13097,0.12848,65290112,65290115
13.5,0.05865,0.07543,0.06424,0.06105,0.05865,65290112,65290108
6.0,0.04485,0.05231,0.04734,0.04592,0.04485,65290115,65489317
32.5,0.09121,0.1316,0.10467,0.09698,0.09121,65290115,65363075
7.5,0.05135,0.06067,0.05446,0.05268,0.05135,65290115,65361141
14.0,0.12848,0.14588,0.13428,0.13097,0.12848,65290115,65290112
223.0,0.01122,0.28833,0.10359,0.05081,0.01122,65290169,1901927747
205.0,0.03341,0.28816,0.11833,0.0698,0.03341,65290169,65326740
534.0,0.05136,0.71494,0.27255,0.14616,0.05136,65290169,65290173
345.5,0.02121,0.45055,0.16432,0.08254,0.02121,65290173,65313138
257.5,0.02023,0.34022,0.12689,0.06594,0.02023,65290173,65317945
534.0,0.05136,0.71494,0.27255,0.14616,0.05136,65290173,65290169
42.5,0.01637,0.06918,0.03397,0.02391,0.01637,65290178,258965489
40.0,0.00691,0.05662,0.02348,0.01401,0.00691,65290178,2071280038
41.0,0.00705,0.058,0.02403,0.01433,0.00705,65290178,2071280050
263.5,0.03924,0.36668,0.14839,0.08602,0.03924,65290184,2071280039
48.0,0.06801,0.12766,0.08789,0.07653,0.06801,65290184,65290185
75.0,0.12089,0.21409,0.15196,0.1342,0.12089,65290184,65317709
48.0,0.06801,0.12766,0.08789,0.07653,0.06801,65290185,65290184
90.5,0.06574,0.1782,0.10323,0.08181,0.06574,65290185,65290189
63.5,0.0516,0.13051,0.0779,0.06287,0.0516,65290185,65325715
82.5,0.08783,0.19035,0.122,0.10248,0.08783,65290185,65308428
38.5,0.11273,0.16057,0.12868,0.11956,0.11273,65290185,1147880120
59.5,0.07551,0.14945,0.10016,0.08607,0.07551,65290189,65290200
90.5,0.06574,0.1782,0.10323,0.08181,0.06574,65290189,65290185
59.5,0.07551,0.14945,0.10016,0.08607,0.07551,65290200,65290189
32.0,0.05394,0.09371,0.0672,0.05962,0.05394,65290200,65290207
18.5,0.01804,0.04103,0.0257,0.02132,0.01804,65290200,65325721
34.5,0.03197,0.07484,0.04626,0.03809,0.03197,65290207,1895821090
32.0,0.05394,0.09371,0.0672,0.05962,0.05394,65290207,65290200
43.5,0.03207,0.08613,0.05009,0.03979,0.03207,65290207,1895821095
46.0,0.03827,0.09543,0.05732,0.04644,0.03827,65290207,65335575
210.0,0.02524,0.2862,0.11223,0.06252,0.02524,65290210,65350670
55.0,0.04955,0.1179,0.07233,0.05931,0.04955,65290210,65290211
