osm_node_id,lat,lon,intersection,crime_rating
65295324,37.7916331,-122.4124603,true,36.0
65295328,37.7914214,-122.4141073,true,32.0
65295332,37.791208,-122.4157641,true,41.0
65295336,37.7909956,-122.4174091,true,57.0
65295337,37.7907971,-122.4190672,true,72.0
65295340,37.790578,-122.420687,true,102.0
65295342,37.7903247,-122.422408,true,75.0
65295345,37.79016,-122.423975,true,41.0
65295347,37.789952,-122.425616,true,32.0
65295349,37.789743,-122.42726,true,23.0
65295352,37.789534,-122.428905,true,22.0
65295355,37.789115,-122.432197,true,33.0
65295359,37.789011,-122.433019,true,46.0
65295361,37.788906,-122.43384,true,53.0
65295364,37.788697,-122.435486,true,49.0
65295367,37.788488,-122.437129,true,22.0
65295385,37.7870532,-122.448476,true,3.0
65295619,37.7955656,-122.4546873,true,0.0
65301296,37.7303351,-122.4662778,true,6.0
65295388,37.786838,-122.450118,true,5.0
65295392,37.78662,-122.451758,true,8.0
65295399,37.7864201,-122.4534136,true,15.0
65295403,37.7862157,-122.4550564,true,12.0
65295411,37.7860042,-122.4567009,true,17.0
65295415,37.7858292,-122.4580633,true,14.0
65295420,37.7856878,-122.4591919,true,11.0
65297003,37.7586981,-122.5025819,true,5.0
65297004,37.7549776,-122.5023224,true,4.0
65297007,37.7512393,-122.50206,true,1.0
65297014,37.7493796,-122.5019302,true,5.0
65297017,37.7475103,-122.501798,true,5.0
65297020,37.7456456,-122.501669,true,2.0
65297024,37.7419196,-122.50141,true,3.0
65297026,37.7400547,-122.5012724,true,2.0
65297028,37.738191,-122.5011419,true,4.0
65297053,37.7754326,-122.5037408,true,8.0
65297058,37.773554,-122.503609,true,7.0
338835355,37.7139252,-122.4521907,true,10.0
338835532,37.7103819,-122.461281,true,7.0
338835533,37.7103925,-122.4599908,true,4.0
338897049,37.711817,-122.4653113,true,3.0
338898853,37.7213447,-122.4483637,true,16.0
338898854,37.7211616,-122.447893,true,12.0
338898880,37.7212423,-122.4478823,true,12.0
338898881,37.7214222,-122.4483485,true,18.0
338899630,37.7220561,-122.4501562,true,16.0
65297066,37.7869822,-122.4841711,true,5.0
65297087,37.7820551,-122.4837916,true,8.0
65297093,37.778214,-122.483525,true,14.0
65297095,37.776351,-122.48339,true,12.0
65297097,37.774486,-122.483255,true,3.0
65297106,37.734431,-122.4802609,true,6.0
65297108,37.7325112,-122.4801112,true,7.0
65297110,37.7311483,-122.4800219,true,5.0
65297116,37.7652495,-122.482613,true,7.0
65297118,37.7633319,-122.482479,true,13.0
65297123,37.7614674,-122.4823488,true,9.0
65297126,37.7595993,-122.4822183,true,4.0
65298939,37.7403535,-122.4395306,true,5.0
65298955,37.734977,-122.383134,true,30.0
65298970,37.708838,-122.4050175,true,5.0
65298975,37.7091103,-122.405995,true,6.0
65298977,37.7091813,-122.4062488,true,6.0
65298978,37.7093594,-122.4068883,true,1.0
65298979,37.7095997,-122.4077438,true,7.0
65298988,37.7103591,-122.4104595,true,8.0
65298990,37.7106106,-122.4113591,true,14.0
65298992,37.7108699,-122.4122942,true,20.0
65298994,37.7110422,-122.4129015,true,16.0
65298997,37.7116567,-122.4150913,true,33.0
65299007,37.7123303,-122.4182442,true,57.0
65299016,37.7132642,-122.4210649,true,22.0
65299030,37.7146947,-122.4251517,true,0.0
65299048,37.7182844,-122.4258404,true,11.0
65299062,37.7821653,-122.3932605,true,57.0
65299092,37.7810471,-122.394659,true,26.0
65299107,37.781467,-122.393812,true,33.0
65299118,37.7807099,-122.3950877,true,35.0
65299133,37.7122867,-122.4065468,true,16.0
65299135,37.7111983,-122.4070341,true,11.0
65299144,37.742999,-122.4528774,true,6.0
65299154,37.7422323,-122.4537352,true,4.0
65299156,37.7419735,-122.4539061,true,4.0
65299159,37.7410726,-122.4544784,true,2.0
65299168,37.7123303,-122.4546452,true,12.0
65299171,37.712321,-122.4560543,true,13.0
65299178,37.7122687,-122.4625866,true,11.0
65299191,37.7343128,-122.4829003,true,8.0
65299193,37.7323944,-122.4827552,true,4.0
65298909,37.7166118,-122.4590726,true,2.0
65299440,37.794386,-122.441713,true,9.0
65299446,37.7941662,-122.4433795,true,6.0
65299449,37.7939695,-122.4450274,true,6.0
65299451,37.793765,-122.446588,true,2.0
65299460,37.738272,-122.4346525,true,4.0
65299488,37.7372949,-122.4363088,true,12.0
65299504,37.7372368,-122.4376195,true,8.0
65299521,37.7377378,-122.4382388,true,9.0
65299533,37.7377806,-122.4399413,true,3.0
65299541,37.772161,-122.414416,true,117.0
65299552,37.7090734,-122.4611727,true,5.0
65299561,37.709658,-122.4620243,true,8.0
353696458,37.7635498,-122.42622,true,34.0
353696659,37.765319,-122.42639,true,34.0
355784448,37.7993218,-122.4481463,true,2.0
355784551,37.7984864,-122.4503008,true,0.0
65299662,37.764778,-122.4933499,true,3.0
65299668,37.7609943,-122.4930691,true,4.0
65299671,37.7591275,-122.4929437,true,2.0
65299673,37.7553992,-122.4926826,true,3.0
65299677,37.7516646,-122.4924202,true,2.0
65299680,37.7498027,-122.4922923,true,7.0
65299682,37.7479358,-122.4921563,true,8.0
65299685,37.7460702,-122.492036,true,8.0
65299691,37.7423456,-122.4917698,true,5.0
65299693,37.7404766,-122.4916408,true,2.0
65299698,37.7386121,-122.4915239,true,5.0
65299713,37.734945,-122.384866,true,14.0
65299735,37.7200145,-122.46267,true,8.0
65299759,37.7196519,-122.4698613,true,6.0
65299761,37.7196398,-122.4707594,true,7.0
65299763,37.7196323,-122.4716574,true,8.0
65300091,37.7855873,-122.4012004,true,125.0
65300093,37.785825,-122.401495,true,110.0
65300097,37.7862613,-122.4020414,true,140.0
65300105,37.7866798,-122.4025729,true,131.0
65300107,37.7870311,-122.403019,true,138.0
65300205,37.7161814,-122.3997359,true,23.0
65300211,37.74361,-122.3879,true,29.0
65300217,37.7440578,-122.3875341,true,29.0
65300266,37.7476794,-122.3872648,true,4.0
65300291,37.7232167,-122.395361,true,19.0
65300308,37.7217167,-122.3960359,true,29.0
65300348,37.7209552,-122.3963961,true,35.0
65300353,37.7207473,-122.3965061,true,33.0
65300368,37.7195231,-122.3970506,true,35.0
65300379,37.7188146,-122.397431,true,33.0
65300402,37.7427493,-122.3880405,true,33.0
65300412,37.7419627,-122.3883117,true,38.0
65300418,37.7411458,-122.3885456,true,46.0
65300431,37.740364,-122.3888356,true,30.0
65300441,37.7395794,-122.3891125,true,33.0
65300454,37.7380185,-122.3896714,true,87.0
65300460,37.7372089,-122.3899335,true,101.0
65300475,37.7356349,-122.3904965,true,139.0
65300495,37.7340567,-122.3910465,true,156.0
65300507,37.733257,-122.3913035,true,157.0
65300518,37.732438,-122.39159,true,121.0
65300557,37.7300597,-122.3924255,true,41.0
65300568,37.7292685,-122.392699,true,55.0
65300584,37.7285305,-122.392959,true,51.0
65300597,37.7277675,-122.393292,true,44.0
65300606,37.7270135,-122.3936295,true,41.0
65300622,37.726271,-122.393962,true,29.0
65301344,37.7716441,-122.4548194,true,24.0
65301353,37.7712162,-122.455067,true,15.0
65301359,37.7710958,-122.4549958,true,16.0
65301364,37.772168,-122.464726,true,100.0
65301408,37.764796,-122.508365,true,8.0
65301431,37.7481605,-122.4425001,true,6.0
65301435,37.74801,-122.443474,true,10.0
65301453,37.7971145,-122.4545809,true,0.0
65301461,37.7965199,-122.4548305,true,0.0
65301465,37.7934707,-122.4541298,true,0.0
65301476,37.8007937,-122.4063645,true,24.0
65301487,37.7371968,-122.439714,true,3.0
65301506,37.770126,-122.438517,true,33.0
65301508,37.771056,-122.438709,true,34.0
65301512,37.7719844,-122.4389054,true,28.0
65301514,37.772928,-122.4391014,true,37.0
65301517,37.7738588,-122.4392918,true,46.0
65301520,37.774778,-122.439466,true,51.0
65301522,37.775714,-122.439657,true,45.0
65301525,37.777587,-122.440027,true,42.0
65301529,37.778511,-122.440213,true,35.0
65301531,37.7794432,-122.4404152,true,27.0
65301534,37.7803772,-122.4406036,true,27.0
65301536,37.7813152,-122.4407959,true,32.0
65301539,37.7822555,-122.4409913,true,28.0
65301542,37.7831597,-122.4411597,true,29.0
65301545,37.784107,-122.441349,true,33.0
65301548,37.785036,-122.441537,true,30.0
65301549,37.785968,-122.441726,true,26.0
65301554,37.7869,-122.441916,true,15.0
65301572,37.789663,-122.442476,true,9.0
65301575,37.790539,-122.442654,true,10.0
65302182,37.7571658,-122.4167406,true,53.0
65302184,37.7570997,-122.4178332,true,83.0
65302192,37.756988,-122.419689,true,80.0
65302196,37.756969,-122.420011,true,79.0
65302199,37.756902,-122.421118,true,40.0
65302203,37.7567717,-122.4233777,true,28.0
65302205,37.7567383,-122.423931,true,28.0
65302208,37.7567074,-122.4244435,true,32.0
65302210,37.756674,-122.4249977,true,20.0
65302211,37.7565661,-122.4267875,true,14.0
65302214,37.7564995,-122.4278925,true,14.0
65302215,37.7563661,-122.4301728,true,17.0
65302217,37.7562652,-122.4317802,true,12.0
65302219,37.7562319,-122.4323315,true,10.0
65302232,37.7560406,-122.4357029,true,12.0
65302235,37.7559715,-122.4367457,true,5.0
65302237,37.755893,-122.437803,true,4.0
65302248,37.748695,-122.460051,true,29.0
65302249,37.7489344,-122.4596769,true,25.0
65302256,37.8032109,-122.4730461,true,0.0
65302270,37.801979,-122.473039,true,0.0
65302302,37.734069,-122.384797,true,30.0
65302305,37.73376,-122.384692,true,38.0
65302309,37.733474,-122.384547,true,41.0
65302318,37.733237,-122.383408,true,41.0
65302340,37.72927,-122.437703,true,11.0
65302342,37.728966,-122.437337,true,13.0
65302358,37.727861,-122.438085,true,12.0
65302367,37.7274789,-122.4383314,true,12.0
65302372,37.726872,-122.438161,true,13.0
65302379,37.725508,-122.438763,true,9.0
65302385,37.724159,-122.439339,true,12.0
65302325,37.7335823,-122.3822591,true,21.0
65302394,37.739311,-122.412657,true,11.0
65302398,37.7370368,-122.4128578,true,6.0
65302401,37.7347058,-122.4130686,true,13.0
65302441,37.8018418,-122.4571632,true,0.0
65302517,37.741774,-122.412562,true,5.0
65302519,37.741442,-122.412588,true,6.0
65302527,37.740257,-122.412681,true,11.0
65302542,37.71966,-122.405564,true,25.0
65302555,37.7106988,-122.4175407,true,43.0
65302577,37.711317,-122.422241,true,25.0
65302588,37.717453,-122.4476919,true,3.0
65302590,37.7170257,-122.4479857,true,3.0
65302629,37.7481678,-122.4667686,true,4.0
65302639,37.7268292,-122.4723691,true,8.0
65302641,37.7268149,-122.4719915,true,9.0
65302643,37.726808,-122.471703,true,9.0
65302650,37.7271429,-122.4703739,true,5.0
65302665,37.7287679,-122.4704812,true,0.0
65302685,37.7527579,-122.4428964,true,10.0
65302699,37.7525946,-122.4427723,true,10.0
65302704,37.752814,-122.443742,true,13.0
65302714,37.7570538,-122.4318646,true,12.0
65302722,37.762553,-122.442983,true,16.0
65302728,37.7620016,-122.4433594,true,12.0
65302739,37.7893445,-122.4037705,true,127.0
65302748,37.753471,-122.424667,true,12.0
65302750,37.7518792,-122.4245199,true,14.0
65302755,37.766108,-122.4632365,true,14.0
65302760,37.765114,-122.463167,true,33.0
65302761,37.7641835,-122.4631042,true,27.0
65302762,37.762316,-122.462972,true,20.0
65303309,37.765928,-122.442575,true,31.0
65303340,37.7646166,-122.4440348,true,6.0
65303362,37.7640064,-122.4444226,true,5.0
65303374,37.7622189,-122.446031,true,16.0
65303377,37.7623378,-122.4463003,true,14.0
65303388,37.7631799,-122.4459205,true,17.0
65303399,37.7631667,-122.445672,true,17.0
65303428,37.7086713,-122.4666108,true,11.0
65303432,37.7081674,-122.4666305,true,11.0
65303439,37.7842113,-122.449208,true,8.0
65303454,37.7121547,-122.469362,true,11.0
65303457,37.7121558,-122.4704403,true,5.0
65303470,37.7608581,-122.4437516,true,12.0
65303488,37.7925427,-122.3940776,true,50.0
65303500,37.7900822,-122.3909795,true,87.0
65303514,37.7879147,-122.3882593,true,58.0
65303525,37.7902607,-122.4005431,true,85.0
65303529,37.790039,-122.40219,true,88.0
65303531,37.7899951,-122.402552,true,106.0
65303533,37.789826,-122.4038661,true,122.0
65303535,37.789783,-122.404208,true,152.0
65303538,37.7896204,-122.4054045,true,194.0
65303541,37.7894295,-122.4069861,true,232.0
65303544,37.7892267,-122.4086152,true,175.0
65303546,37.7890141,-122.410257,true,83.0
65303548,37.788808,-122.411886,true,103.0
65303550,37.7886003,-122.4135496,true,102.0
65303552,37.788388,-122.415185,true,105.0
65303553,37.788178,-122.416827,true,135.0
65303554,37.787966,-122.418465,true,199.0
65303556,37.787757,-122.420116,true,224.0
65303559,37.7875505,-122.4218396,true,122.0
65304062,37.7619275,-122.4373055,true,42.0
65304065,37.7607589,-122.4371911,true,41.0
65304144,37.7378156,-122.4369143,true,9.0
65304146,37.7383736,-122.436146,true,5.0
65304167,37.7368032,-122.4345799,true,7.0
65304219,37.7306753,-122.453426,true,3.0
65304223,37.7315731,-122.4534312,true,3.0
65304227,37.7330416,-122.4534398,true,3.0
65304245,37.7662921,-122.458962,true,22.0
65304253,37.7662102,-122.4611072,true,11.0
65304270,37.7660673,-122.4643094,true,18.0
65304276,37.766017,-122.465383,true,42.0
65304291,37.7659231,-122.4675202,true,37.0
65304294,37.765919,-122.467628,true,37.0
65304312,37.7657855,-122.470735,true,10.0
65304325,37.7656855,-122.4729235,true,9.0
65304333,37.765632,-122.474051,true,7.0
65304340,37.7655835,-122.475137,true,5.0
65304347,37.7655395,-122.4761855,true,9.0
65304350,37.7654934,-122.4772578,true,10.0
65304355,37.7654498,-122.4783265,true,14.0
65304361,37.7653942,-122.4794,true,14.0
65304364,37.7653415,-122.480472,true,12.0
65304369,37.7652985,-122.4815315,true,11.0
65304376,37.7652067,-122.4836942,true,9.0
65304379,37.7651635,-122.484748,true,5.0
65304386,37.765065,-122.486892,true,2.0
65304390,37.7650115,-122.487965,true,3.0
65304394,37.764963,-122.4890485,true,1.0
65304399,37.764915,-122.490076,true,1.0
65304422,37.764822,-122.4922545,true,1.0
65304435,37.7647335,-122.494415,true,3.0
65304901,37.7743371,-122.4241958,true,61.0
65304903,37.774132,-122.425794,true,42.0
65304911,37.752767,-122.457131,true,1.0
65304936,37.752297,-122.4564491,true,0.0
65304942,37.7523139,-122.4560902,true,0.0
65304944,37.7523706,-122.4559711,true,0.0
65304976,37.752376,-122.4564521,true,0.0
65304978,37.7524136,-122.4560983,true,0.0
65304982,37.7320482,-122.4905911,true,3.0
65304991,37.7622371,-122.439492,true,20.0
65304994,37.7614707,-122.4394254,true,20.0
65304997,37.7606285,-122.4393371,true,14.0
